,"(mm) Grass Reference ET (URMA) at -120.2609E,39.4333N, 1985-10-01 to 2025-11-01"
"2008-01-04",0.3935
"2008-01-05",0.3448
"2008-01-06",0.2793
"2008-01-07",0.366
"2008-01-08",0.3067
"2008-01-09",0.486
"2008-01-10",0.6175
"2008-01-11",0.9022
"2008-01-12",0.6825
"2008-01-13",0.9553
"2008-01-14",1.1135
"2008-01-15",1.173
"2008-01-16",0.6342
"2008-01-17",1.0151
"2008-01-18",1.162
"2008-01-19",1.198
"2008-01-20",0.7068
"2008-01-21",0.4333
"2008-01-22",0.4634
"2008-01-23",0.4222
"2008-01-24",0.3937
"2008-01-25",0.2568
"2008-01-26",0.9298
"2008-01-27",0.438
"2008-01-28",0.446
"2008-01-29",0.3607
"2008-01-30",0.5429
"2008-01-31",0.3765
"2008-02-01",0.6096
"2008-02-02",0.372
"2008-02-03",0.5183
"2008-02-04",0.7275
"2008-02-05",0.9605
"2008-02-06",1.1433
"2008-02-07",1.2365
"2008-02-08",1.3421
"2008-02-09",1.3104
"2008-02-10",1.8935
"2008-02-11",1.772
"2008-02-12",1.859
"2008-02-13",1.3059
"2008-02-14",1.3845
"2008-02-15",1.72
"2008-02-16",1.7098
"2008-02-17",1.721
"2008-02-18",1.5407
"2008-02-19",1.1938
"2008-02-20",0.7746
"2008-02-21",0.6465
"2008-02-22",0.7122
"2008-02-23",0.7695
"2008-02-24",0.5706
"2008-02-25",1.5153
"2008-02-26",1.5305
"2008-02-27",1.9328
"2008-02-28",2.4286
"2008-02-29",2.3538
"2008-03-01",1.502
"2008-03-02",1.8513
"2008-03-03",2.4275
"2008-03-04",2.2726
"2008-03-05",1.9882
"2008-03-06",0.8117
"2008-03-07",1.9647
"2008-03-08",2.2057
"2008-03-09",2.3752
"2008-03-10",2.3864
"2008-03-11",2.1471
"2008-03-12",2.3127
"2008-03-13",1.257
"2008-03-14",1.0427
"2008-03-15",0.8981
"2008-03-16",1.3165
"2008-03-17",2.3197
"2008-03-18",2.1023
"2008-03-19",1.3978
"2008-03-20",2.2108
"2008-03-21",2.4408
"2008-03-22",2.5598
"2008-03-23",2.8283
"2008-03-24",2.7687
"2008-03-25",1.9507
"2008-03-26",1.8104
"2008-03-27",2.3622
"2008-03-28",1.9347
"2008-03-29",1.0845
"2008-03-30",1.5765
"2008-03-31",2.1999
"2008-04-01",1.3645
"2008-04-02",2.4083
"2008-04-03",2.8362
"2008-04-04",2.4408
"2008-04-05",2.4116
"2008-04-06",2.0221
"2008-04-07",2.802
"2008-04-08",1.6457
"2008-04-09",1.9191
"2008-04-10",2.8899
"2008-04-11",3.793
"2008-04-12",3.9944
"2008-04-13",3.9024
"2008-04-14",3.1151
"2008-04-15",2.1783
"2008-04-16",3.2543
"2008-04-17",3.7948
"2008-04-18",3.5608
"2008-04-19",3.2747
"2008-04-20",2.5145
"2008-04-21",2.5034
"2008-04-22",2.41
"2008-04-23",1.6293
"2008-04-24",3.2396
"2008-04-25",3.5435
"2008-04-26",3.8603
"2008-04-27",4.1396
"2008-04-28",4.1019
"2008-04-29",3.3862
"2008-04-30",3.045
"2008-05-01",3.5154
"2008-05-02",2.8407
"2008-05-03",3.5308
"2008-05-04",2.8304
"2008-05-05",4.0783
"2008-05-06",4.0004
"2008-05-07",2.3102
"2008-05-08",3.7623
"2008-05-09",3.4712
"2008-05-10",4.0912
"2008-05-11",3.4995
"2008-05-12",3.7388
"2008-05-13",4.0059
"2008-05-14",4.2498
"2008-05-15",5.0899
"2008-05-16",5.6302
"2008-05-17",5.6858
"2008-05-18",5.9374
"2008-05-19",4.4706
"2008-05-20",4.6258
"2008-05-21",3.8893
"2008-05-22",2.9943
"2008-05-23",1.738
"2008-05-24",1.4291
"2008-05-25",1.7091
"2008-05-26",1.7153
"2008-05-27",1.9929
"2008-05-28",1.7416
"2008-05-29",3.0676
"2008-05-30",3.5026
"2008-05-31",3.8793
"2008-06-01",4.3597
"2008-06-02",4.4624
"2008-06-03",3.5384
"2008-06-04",3.5632
"2008-06-05",4.5366
"2008-06-06",4.157
"2008-06-07",4.5296
"2008-06-08",4.6204
"2008-06-09",5.5475
"2008-06-10",5.3161
"2008-06-11",4.805
"2008-06-12",5.342
"2008-06-13",5.7897
"2008-06-14",5.3462
"2008-06-15",5.6715
"2008-06-16",5.9276
"2008-06-17",5.8072
"2008-06-18",5.5239
"2008-06-19",4.7454
"2008-06-20",4.9585
"2008-06-21",5.7
"2008-06-22",5.6192
"2008-06-23",5.2523
"2008-06-24",5.8264
"2008-06-25",5.8309
"2008-06-26",4.5576
"2008-06-27",5.5895
"2008-06-28",5.8109
"2008-06-29",5.1965
"2008-06-30",5.1772
"2008-07-01",5.068
"2008-07-02",5.9847
"2008-07-03",5.6224
"2008-07-04",4.6818
"2008-07-05",4.7342
"2008-07-06",5.576
"2008-07-07",5.6221
"2008-07-08",5.8819
"2008-07-09",5.5833
"2008-07-10",6.954
"2008-07-11",4.7439
"2008-07-12",5.3816
"2008-07-13",5.4698
"2008-07-14",4.8162
"2008-07-15",5.2656
"2008-07-16",5.8194
"2008-07-17",6.2214
"2008-07-18",6.0742
"2008-07-19",5.733
"2008-07-20",4.1718
"2008-07-21",4.4249
"2008-07-22",5.4699
"2008-07-23",5.2896
"2008-07-24",5.4803
"2008-07-25",6.1096
"2008-07-26",6.1688
"2008-07-27",4.9016
"2008-07-28",5.4764
"2008-07-29",5.576
"2008-07-30",5.6719
"2008-07-31",5.3026
"2008-08-01",6.2627
"2008-08-02",6.213
"2008-08-03",5.4985
"2008-08-04",5.3986
"2008-08-05",5.0575
"2008-08-06",4.8597
"2008-08-07",4.9164
"2008-08-08",5.0131
"2008-08-09",5.5483
"2008-08-10",5.2054
"2008-08-11",5.0485
"2008-08-12",4.9317
"2008-08-13",5.1557
"2008-08-14",5.4243
"2008-08-15",4.6058
"2008-08-16",4.493
"2008-08-17",5.2314
"2008-08-18",4.4203
"2008-08-19",3.8363
"2008-08-20",4.8905
"2008-08-21",5.0836
"2008-08-22",4.5763
"2008-08-23",5.0535
"2008-08-24",5.0853
"2008-08-25",5.0096
"2008-08-26",4.0987
"2008-08-27",4.3147
"2008-08-28",5.0152
"2008-08-29",4.1423
"2008-08-30",5.1351
"2008-08-31",4.5699
"2008-09-01",4.5668
"2008-09-02",4.3596
"2008-09-03",4.2423
"2008-09-04",4.1782
"2008-09-05",4.4726
"2008-09-06",5.0729
"2008-09-07",4.1457
"2008-09-08",4.0976
"2008-09-09",4.8147
"2008-09-10",3.6662
"2008-09-11",3.63
"2008-09-12",4.3913
"2008-09-13",3.978
"2008-09-14",3.9345
"2008-09-15",4.195
"2008-09-16",3.6137
"2008-09-17",3.2773
"2008-09-18",3.2869
"2008-09-19",2.3974
"2008-09-20",3.2067
"2008-09-21",2.6413
"2008-09-22",2.8614
"2008-09-23",3.2165
"2008-09-24",4.062
"2008-09-25",2.7873
"2008-09-26",3.3975
"2008-09-27",3.3711
"2008-09-28",3.189
"2008-09-29",2.3083
"2008-09-30",2.6198
"2008-10-01",3.7199
"2008-10-02",2.8189
"2008-10-03",1.85
"2008-10-04",1.3604
"2008-10-05",2.2358
"2008-10-06",2.464
"2008-10-07",2.5143
"2008-10-08",2.8182
"2008-10-09",2.6077
"2008-10-10",1.1038
"2008-10-11",1.5331
"2008-10-12",1.9448
"2008-10-13",2.5835
"2008-10-14",2.3825
"2008-10-15",2.3141
"2008-10-16",2.3339
"2008-10-17",2.8182
"2008-10-18",1.5206
"2008-10-19",1.2543
"2008-10-20",2.1806
"2008-10-21",1.8172
"2008-10-22",2.3147
"2008-10-23",2.0889
"2008-10-24",1.8253
"2008-10-25",2.2246
"2008-10-26",2.3631
"2008-10-27",1.8802
"2008-10-28",2.3923
"2008-10-29",1.8732
"2008-10-30",1.6354
"2008-10-31",1.1436
"2008-11-01",0.3851
"2008-11-02",0.567
"2008-11-03",0.6336
"2008-11-04",0.6664
"2008-11-05",0.8299
"2008-11-06",1.0479
"2008-11-07",1.1291
"2008-11-08",0.9879
"2008-11-09",0.9636
"2008-11-10",0.6626
"2008-11-11",0.4732
"2008-11-12",1.187
"2008-11-13",1.2927
"2008-11-14",1.6262
"2008-11-15",1.5611
"2008-11-16",1.6494
"2008-11-17",1.3111
"2008-11-18",1.3252
"2008-11-19",1.1699
"2008-11-20",1.3529
"2008-11-21",1.0182
"2008-11-22",0.9863
"2008-11-23",0.9914
"2008-11-24",1.0552
"2008-11-25",0.7715
"2008-11-26",0.6078
"2008-11-27",0.5693
"2008-11-28",0.5865
"2008-11-29",1.1141
"2008-11-30",0.9457
"2008-12-01",1.971
"2008-12-02",1.7108
"2008-12-03",0.8449
"2008-12-04",1.2252
"2008-12-05",1.0728
"2008-12-06",0.9623
"2008-12-07",0.7734
"2008-12-08",0.8371
"2008-12-09",1.3954
"2008-12-10",0.9624
"2008-12-11",0.9831
"2008-12-12",1.4682
"2008-12-13",0.4438
"2008-12-14",0.299
"2008-12-15",0.212
"2008-12-16",0.4777
"2008-12-17",0.3289
"2008-12-18",0.6227
"2008-12-19",0.4115
"2008-12-20",0.5422
"2008-12-21",0.3081
"2008-12-22",0.3701
"2008-12-23",0.4347
"2008-12-24",0.2948
"2008-12-25",0.3824
"2008-12-26",0.497
"2008-12-27",0.3495
"2008-12-28",0.7053
"2008-12-29",1.1166
"2008-12-30",0.7884
"2008-12-31",1.0798
"2009-01-01",1.0211
"2009-01-02",0.293
"2009-01-03",0.5633
"2009-01-04",0.4379
"2009-01-05",0.5805
"2009-01-06",0.7081
"2009-01-07",0.9156
"2009-01-08",1.1095
"2009-01-09",0.4459
"2009-01-10",0.97
"2009-01-11",0.8348
"2009-01-12",1.1298
"2009-01-13",1.0789
"2009-01-14",0.9117
"2009-01-15",0.9433
"2009-01-16",1.1665
"2009-01-17",1.2278
"2009-01-18",1.0534
"2009-01-19",1.172
"2009-01-20",1.3108
"2009-01-21",0.4228
"2009-01-22",0.2931
"2009-01-23",0.2659
"2009-01-24",0.5705
"2009-01-25",0.3163
"2009-01-26",0.4051
"2009-01-27",1.1032
"2009-01-28",1.2016
"2009-01-29",1.1436
"2009-01-30",1.2526
"2009-01-31",1.4891
"2009-02-01",0.8838
"2009-02-02",1.3058
"2009-02-03",1.2267
"2009-02-04",1.3618
"2009-02-05",0.8233
"2009-02-06",0.4751
"2009-02-07",0.7463
"2009-02-08",0.7497
"2009-02-09",0.5339
"2009-02-10",0.838
"2009-02-11",0.7093
"2009-02-12",0.8889
"2009-02-13",0.6934
"2009-02-14",0.663
"2009-02-15",0.5688
"2009-02-16",0.5928
"2009-02-17",0.4969
"2009-02-18",1.1859
"2009-02-19",1.68
"2009-02-20",1.5429
"2009-02-21",1.9446
"2009-02-22",0.7739
"2009-02-23",0.8951
"2009-02-24",1.7474
"2009-02-25",1.3025
"2009-02-26",1.1481
"2009-02-27",2.0231
"2009-02-28",1.7023
"2009-03-01",1.2045
"2009-03-02",0.8039
"2009-03-03",0.5745
"2009-03-04",0.8373
"2009-03-05",1.1909
"2009-03-06",0.9736
"2009-03-07",1.4748
"2009-03-08",1.5137
"2009-03-09",1.2405
"2009-03-10",1.8026
"2009-03-11",1.4823
"2009-03-12",2.1547
"2009-03-13",2.4312
"2009-03-14",1.8778
"2009-03-15",1.3866
"2009-03-16",1.2106
"2009-03-17",2.4037
"2009-03-18",2.6059
"2009-03-19",2.6713
"2009-03-20",2.536
"2009-03-21",1.7661
"2009-03-22",0.872
"2009-03-23",1.8926
"2009-03-24",2.2775
"2009-03-25",2.0943
"2009-03-26",2.3742
"2009-03-27",2.7202
"2009-03-28",3.0521
"2009-03-29",2.1362
"2009-03-30",2.7103
"2009-03-31",2.2569
"2009-04-01",2.5812
"2009-04-02",1.8676
"2009-04-03",1.7306
"2009-04-04",2.6989
"2009-04-05",3.0958
"2009-04-06",3.212
"2009-04-07",2.2756
"2009-04-08",1.4132
"2009-04-09",1.0956
"2009-04-10",1.4356
"2009-04-11",2.237
"2009-04-12",3.0409
"2009-04-13",2.5887
"2009-04-14",1.5563
"2009-04-15",1.6883
"2009-04-16",3.0644
"2009-04-17",3.4325
"2009-04-18",3.7777
"2009-04-19",3.6851
"2009-04-20",4.2218
"2009-04-21",3.9885
"2009-04-22",4.4644
"2009-04-23",3.6345
"2009-04-24",1.7862
"2009-04-25",2.7392
"2009-04-26",2.4455
"2009-04-27",3.0073
"2009-04-28",3.1155
"2009-04-29",3.4383
"2009-04-30",3.075
"2009-05-01",1.8759
"2009-05-02",1.4055
"2009-05-03",1.5775
"2009-05-04",2.0234
"2009-05-05",2.4594
"2009-05-06",2.9914
"2009-05-07",4.361
"2009-05-08",3.9863
"2009-05-09",4.1543
"2009-05-10",4.0642
"2009-05-11",4.2079
"2009-05-12",3.8799
"2009-05-13",3.7051
"2009-05-14",3.7354
"2009-05-15",4.462
"2009-05-16",4.689
"2009-05-17",5.3917
"2009-05-18",5.1063
"2009-05-19",5.3849
"2009-05-20",5.054
"2009-05-21",4.8592
"2009-05-22",4.6846
"2009-05-23",4.4758
"2009-05-24",4.6776
"2009-05-25",3.7555
"2009-05-26",4.8071
"2009-05-27",4.1085
"2009-05-28",4.0166
"2009-05-29",3.6746
"2009-05-30",3.3773
"2009-05-31",3.9507
"2009-06-01",2.9409
"2009-06-02",2.8619
"2009-06-03",2.5899
"2009-06-04",2.8371
"2009-06-05",2.135
"2009-06-06",1.8376
"2009-06-07",3.1424
"2009-06-08",3.7354
"2009-06-09",3.5089
"2009-06-10",3.4161
"2009-06-11",3.3295
"2009-06-12",3.6568
"2009-06-13",2.773
"2009-06-14",3.3816
"2009-06-15",3.2475
"2009-06-16",3.8514
"2009-06-17",3.8434
"2009-06-18",5.0476
"2009-06-19",4.2727
"2009-06-20",3.5245
"2009-06-21",3.8151
"2009-06-22",4.6249
"2009-06-23",4.9803
"2009-06-24",5.6572
"2009-06-25",5.5064
"2009-06-26",5.4859
"2009-06-27",5.4209
"2009-06-28",6.0576
"2009-06-29",6.0412
"2009-06-30",4.3323
"2009-07-01",4.8053
"2009-07-02",4.4232
"2009-07-03",5.4235
"2009-07-04",5.3051
"2009-07-05",5.4849
"2009-07-06",5.8347
"2009-07-07",5.2206
"2009-07-08",5.0074
"2009-07-09",4.6802
"2009-07-10",4.905
"2009-07-11",5.7356
"2009-07-12",4.9361
"2009-07-13",5.3537
"2009-07-14",6.0189
"2009-07-15",5.6428
"2009-07-16",5.6904
"2009-07-17",5.3119
"2009-07-18",5.9938
"2009-07-19",6.0477
"2009-07-20",5.5379
"2009-07-21",6.3784
"2009-07-22",5.4622
"2009-07-23",5.1831
"2009-07-24",5.171
"2009-07-25",5.5054
"2009-07-26",6.0372
"2009-07-27",5.2466
"2009-07-28",5.1283
"2009-07-29",4.6679
"2009-07-30",4.6316
"2009-07-31",4.8249
"2009-08-01",4.5268
"2009-08-02",4.6062
"2009-08-03",5.0152
"2009-08-04",5.1591
"2009-08-05",4.7551
"2009-08-06",2.321
"2009-08-07",2.5073
"2009-08-08",4.1053
"2009-08-09",4.4342
"2009-08-10",4.7968
"2009-08-11",5.3033
"2009-08-12",4.7751
"2009-08-13",5.3237
"2009-08-14",5.2277
"2009-08-15",4.6809
"2009-08-16",4.8383
"2009-08-17",4.8604
"2009-08-18",5.1428
"2009-08-19",5.2027
"2009-08-20",5.3881
"2009-08-21",5.3267
"2009-08-22",4.8025
"2009-08-23",3.6035
"2009-08-24",4.3701
"2009-08-25",4.8905
"2009-08-26",5.0284
"2009-08-27",5.0838
"2009-08-28",4.6749
"2009-08-29",4.535
"2009-08-30",5.4655
"2009-08-31",4.9128
"2009-09-01",5.2062
"2009-09-02",4.4036
"2009-09-03",5.0178
"2009-09-04",4.602
"2009-09-05",5.0805
"2009-09-06",4.2203
"2009-09-07",3.9103
"2009-09-08",4.1498
"2009-09-09",4.2303
"2009-09-10",4.238
"2009-09-11",4.248
"2009-09-12",3.1494
"2009-09-13",3.2099
"2009-09-14",2.9337
"2009-09-15",3.493
"2009-09-16",4.1499
"2009-09-17",3.8126
"2009-09-18",4.3927
"2009-09-19",3.9572
"2009-09-20",3.9077
"2009-09-21",4.3837
"2009-09-22",4.102
"2009-09-23",4.2428
"2009-09-24",3.8882
"2009-09-25",3.8637
"2009-09-26",3.6132
"2009-09-27",3.6436
"2009-09-28",4.3568
"2009-09-29",3.4208
"2009-09-30",2.252
"2009-10-01",2.8318
"2009-10-02",3.4971
"2009-10-03",3.221
"2009-10-04",1.1301
"2009-10-05",1.8604
"2009-10-06",2.5873
"2009-10-07",2.4014
"2009-10-08",2.278
"2009-10-09",2.4936
"2009-10-10",2.6775
"2009-10-11",2.4076
"2009-10-12",1.634
"2009-10-13",0.4671
"2009-10-14",1.419
"2009-10-15",1.5177
"2009-10-16",1.8662
"2009-10-17",1.9096
"2009-10-18",2.3313
"2009-10-19",1.0367
"2009-10-20",1.5584
"2009-10-21",1.9492
"2009-10-22",1.6055
"2009-10-23",1.5628
"2009-10-24",1.3654
"2009-10-25",1.8402
"2009-10-26",1.8557
"2009-10-27",1.3685
"2009-10-28",1.4083
"2009-10-29",1.042
"2009-10-30",1.4875
"2009-10-31",1.8178
"2009-11-01",1.6306
"2009-11-02",2.1728
"2009-11-03",1.5746
"2009-11-04",1.7242
"2009-11-05",1.8878
"2009-11-06",1.0212
"2009-11-07",1.1929
"2009-11-08",1.1917
"2009-11-09",1.8051
"2009-11-10",1.6393
"2009-11-11",1.7916
"2009-11-12",1.1141
"2009-11-13",1.0388
"2009-11-14",1.0322
"2009-11-15",1.215
"2009-11-16",1.5164
"2009-11-17",2.0819
"2009-11-18",0.8898
"2009-11-19",1.1922
"2009-11-20",1.4725
"2009-11-21",0.8204
"2009-11-22",0.6667
"2009-11-23",1.0082
"2009-11-24",0.9575
"2009-11-25",0.9932
"2009-11-26",1.1234
"2009-11-27",0.8578
"2009-11-28",0.8356
"2009-11-29",1.3443
"2009-11-30",0.8885
"2009-12-01",0.6896
"2009-12-02",0.7299
"2009-12-03",0.767
"2009-12-04",0.9264
"2009-12-05",0.5693
"2009-12-06",0.3799
"2009-12-07",0.1766
"2009-12-08",0.4933
"2009-12-09",0.6311
"2009-12-10",0.6662
"2009-12-11",0.2246
"2009-12-12",0.4455
"2009-12-13",0.3992
"2009-12-14",0.5066
"2009-12-15",0.7076
"2009-12-16",0.7854
"2009-12-17",0.583
"2009-12-18",0.7755
"2009-12-19",0.6074
"2009-12-20",1.3738
"2009-12-21",0.3501
"2009-12-22",0.4887
"2009-12-23",0.8958
"2009-12-24",0.7706
"2009-12-25",0.6036
"2009-12-26",0.5232
"2009-12-27",0.4459
"2009-12-28",0.3417
"2009-12-29",0.4002
"2009-12-30",0.4333
"2009-12-31",0.5236
"2010-01-01",0.461
"2010-01-02",0.6814
"2010-01-03",0.6767
"2010-01-04",1.0596
"2010-01-05",0.6692
"2010-01-06",0.5111
"2010-01-07",0.3408
"2010-01-08",0.3844
"2010-01-09",0.4486
"2010-01-10",0.5105
"2010-01-11",0.907
"2010-01-12",0.9021
"2010-01-13",0.5018
"2010-01-14",0.6118
"2010-01-15",1.0423
"2010-01-16",0.9671
"2010-01-17",0.5959
"2010-01-18",0.313
"2010-01-19",0.5667
"2010-01-20",0.3927
"2010-01-21",0.3474
"2010-01-22",0.4597
"2010-01-23",0.5298
"2010-01-24",0.3672
"2010-01-25",0.4511
"2010-01-26",0.3955
"2010-01-27",0.6914
"2010-01-28",0.9934
"2010-01-29",0.4244
"2010-01-30",0.8097
"2010-01-31",0.9565
"2010-02-01",0.8305
"2010-02-02",0.6755
"2010-02-03",0.7588
"2010-02-04",0.7491
"2010-02-05",0.8481
"2010-02-06",0.5523
"2010-02-07",0.4156
"2010-02-08",0.8172
"2010-02-09",0.651
"2010-02-10",0.9887
"2010-02-11",0.9274
"2010-02-12",1.221
"2010-02-13",1.4215
"2010-02-14",1.3255
"2010-02-15",1.4366
"2010-02-16",1.2079
"2010-02-17",1.4633
"2010-02-18",1.4779
"2010-02-19",0.9443
"2010-02-20",0.7054
"2010-02-21",0.7612
"2010-02-22",1.2033
"2010-02-23",0.8268
"2010-02-24",0.9122
"2010-02-25",1.3887
"2010-02-26",1.2154
"2010-02-27",0.7581
"2010-02-28",1.1627
"2010-03-01",1.5014
"2010-03-02",1.0115
"2010-03-03",0.7103
"2010-03-04",0.8972
"2010-03-05",1.2404
"2010-03-06",1.2912
"2010-03-07",1.7253
"2010-03-08",0.9322
"2010-03-09",1.3701
"2010-03-10",1.4019
"2010-03-11",1.9578
"2010-03-12",1.0363
"2010-03-13",1.5382
"2010-03-14",1.9417
"2010-03-15",2.1174
"2010-03-16",2.3974
"2010-03-17",1.9127
"2010-03-18",2.5478
"2010-03-19",2.7054
"2010-03-20",2.4348
"2010-03-21",2.7052
"2010-03-22",2.3721
"2010-03-23",2.6167
"2010-03-24",2.6011
"2010-03-25",1.3279
"2010-03-26",2.0636
"2010-03-27",2.678
"2010-03-28",2.6603
"2010-03-29",2.2613
"2010-03-30",0.8134
"2010-03-31",1.3364
"2010-04-01",1.0212
"2010-04-02",0.8237
"2010-04-03",1.3488
"2010-04-04",1.1189
"2010-04-05",1.1812
"2010-04-06",2.55
"2010-04-07",3.0477
"2010-04-08",2.9507
"2010-04-09",2.5171
"2010-04-10",1.8087
"2010-04-11",1.5687
"2010-04-12",1.3189
"2010-04-13",2.1173
"2010-04-14",2.0024
"2010-04-15",2.9986
"2010-04-16",2.387
"2010-04-17",3.1144
"2010-04-18",3.7958
"2010-04-19",2.4436
"2010-04-20",1.5319
"2010-04-21",1.1341
"2010-04-22",1.0542
"2010-04-23",3.3083
"2010-04-24",3.0971
"2010-04-25",2.6296
"2010-04-26",3.8092
"2010-04-27",1.4851
"2010-04-28",1.05
"2010-04-29",1.808
"2010-04-30",2.774
"2010-05-01",3.3701
"2010-05-02",3.2053
"2010-05-03",3.8782
"2010-05-04",3.6603
"2010-05-05",3.6199
"2010-05-06",3.3749
"2010-05-07",3.8483
"2010-05-08",3.2812
"2010-05-09",2.1416
"2010-05-10",1.1713
"2010-05-11",1.7898
"2010-05-12",2.9683
"2010-05-13",3.7583
"2010-05-14",3.5784
"2010-05-15",3.6182
"2010-05-16",3.3946
"2010-05-17",1.5999
"2010-05-18",2.34
"2010-05-19",2.1799
"2010-05-20",3.8952
"2010-05-21",2.1187
"2010-05-22",1.6832
"2010-05-23",2.1462
"2010-05-24",2.7082
"2010-05-25",2.2919
"2010-05-26",2.2727
"2010-05-27",1.7529
"2010-05-28",2.2048
"2010-05-29",3.8787
"2010-05-30",4.2012
"2010-05-31",2.7364
"2010-06-01",3.5286
"2010-06-02",3.2082
"2010-06-03",2.2095
"2010-06-04",2.1229
"2010-06-05",4.4249
"2010-06-06",4.063
"2010-06-07",4.5001
"2010-06-08",4.0382
"2010-06-09",3.4313
"2010-06-10",3.3728
"2010-06-11",3.4799
"2010-06-12",4.4774
"2010-06-13",4.9986
"2010-06-14",5.1727
"2010-06-15",5.1985
"2010-06-16",4.1327
"2010-06-17",4.3969
"2010-06-18",4.3376
"2010-06-19",4.4007
"2010-06-20",4.5736
"2010-06-21",3.9399
"2010-06-22",4.445
"2010-06-23",4.1144
"2010-06-24",3.7027
"2010-06-25",2.4264
"2010-06-26",4.8531
"2010-06-27",5.4547
"2010-06-28",5.6251
"2010-06-29",5.4473
"2010-06-30",5.4349
"2010-07-01",5.4442
"2010-07-02",5.2675
"2010-07-03",4.8833
"2010-07-04",5.1582
"2010-07-05",5.5186
"2010-07-06",4.9814
"2010-07-07",4.3525
"2010-07-08",4.7617
"2010-07-09",4.5404
"2010-07-10",5.3947
"2010-07-11",5.3887
"2010-07-12",5.5762
"2010-07-13",5.3562
"2010-07-14",5.287
"2010-07-15",5.5398
"2010-07-16",5.2804
"2010-07-17",5.7441
"2010-07-18",6.2804
"2010-07-19",5.5623
"2010-07-20",5.1726
"2010-07-21",5.3015
"2010-07-22",5.2885
"2010-07-23",5.3251
"2010-07-24",5.2988
"2010-07-25",4.3353
"2010-07-26",4.6362
"2010-07-27",4.9406
"2010-07-28",5.419
"2010-07-29",5.3292
"2010-07-30",5.6314
"2010-07-31",5.353
"2010-08-01",5.2597
"2010-08-02",5.3604
"2010-08-03",4.7329
"2010-08-04",5.1314
"2010-08-05",5.023
"2010-08-06",5.071
"2010-08-07",4.4504
"2010-08-08",4.1081
"2010-08-09",4.383
"2010-08-10",4.6271
"2010-08-11",4.6907
"2010-08-12",4.5267
"2010-08-13",4.9856
"2010-08-14",4.8235
"2010-08-15",4.5916
"2010-08-16",5.101
"2010-08-17",5.2241
"2010-08-18",4.9973
"2010-08-19",4.4976
"2010-08-20",4.7737
"2010-08-21",4.7254
"2010-08-22",4.1936
"2010-08-23",4.9809
"2010-08-24",4.7424
"2010-08-25",5.0534
"2010-08-26",5.2013
"2010-08-27",5.6321
"2010-08-28",3.2024
"2010-08-29",1.4794
"2010-08-30",2.9636
"2010-08-31",3.5591
"2010-09-01",4.1789
"2010-09-02",4.496
"2010-09-03",4.5765
"2010-09-04",4.6666
"2010-09-05",4.1429
"2010-09-06",4.1873
"2010-09-07",4.437
"2010-09-08",2.4406
"2010-09-09",2.2006
"2010-09-10",3.3951
"2010-09-11",3.7591
"2010-09-12",3.7861
"2010-09-13",3.1778
"2010-09-14",3.5823
"2010-09-15",3.9697
"2010-09-16",3.6459
"2010-09-17",3.5002
"2010-09-18",3.9886
"2010-09-19",3.3328
"2010-09-20",3.3767
"2010-09-21",3.2067
"2010-09-22",3.1586
"2010-09-23",3.1128
"2010-09-24",3.4695
"2010-09-25",3.5072
"2010-09-26",3.2588
"2010-09-27",3.2636
"2010-09-28",3.5321
"2010-09-29",3.157
"2010-09-30",3.2066
"2010-10-01",3.088
"2010-10-02",2.5618
"2010-10-03",0.9077
"2010-10-04",1.5257
"2010-10-05",1.1952
"2010-10-06",1.5388
"2010-10-07",0.8251
"2010-10-08",1.7686
"2010-10-09",2.1909
"2010-10-10",2.3687
"2010-10-11",1.8063
"2010-10-12",2.4996
"2010-10-13",2.2473
"2010-10-14",2.1019
"2010-10-15",2.1395
"2010-10-16",2.1842
"2010-10-17",1.0127
"2010-10-18",1.6157
"2010-10-19",2.3861
"2010-10-20",2.113
"2010-10-21",1.6645
"2010-10-22",1.447
"2010-10-23",0.6608
"2010-10-24",0.578
"2010-10-25",1.0862
"2010-10-26",1.1875
"2010-10-27",1.5477
"2010-10-28",2.8401
"2010-10-29",2.2532
"2010-10-30",0.861
"2010-10-31",1.1054
"2010-11-01",1.4676
"2010-11-02",1.838
"2010-11-03",1.4268
"2010-11-04",1.2989
"2010-11-05",1.7926
"2010-11-06",1.7469
"2010-11-07",0.5989
"2010-11-08",0.7586
"2010-11-09",0.8024
"2010-11-10",0.6101
"2010-11-11",1.0372
"2010-11-12",1.108
"2010-11-13",1.1226
"2010-11-14",0.7295
"2010-11-15",1.2854
"2010-11-16",0.8963
"2010-11-17",1.5648
"2010-11-18",2.1239
"2010-11-19",1.0825
"2010-11-20",0.4254
"2010-11-21",0.4033
"2010-11-22",0.6345
"2010-11-23",0.4235
"2010-11-24",0.5416
"2010-11-25",0.7687
"2010-11-26",1.068
"2010-11-27",0.4869
"2010-11-28",0.529
"2010-11-29",0.5476
"2010-11-30",0.7971
"2010-12-01",0.7776
"2010-12-02",0.9415
"2010-12-03",0.7258
"2010-12-04",0.3109
"2010-12-05",0.7588
"2010-12-06",0.4888
"2010-12-07",0.7917
"2010-12-08",0.8392
"2010-12-09",0.5094
"2010-12-10",0.6309
"2010-12-11",0.5628
"2010-12-12",0.8788
"2010-12-13",0.8528
"2010-12-14",0.4279
"2010-12-15",0.5264
"2010-12-16",0.228
"2010-12-17",0.184
"2010-12-18",0.2674
"2010-12-19",0.2903
